"weekday","Age","Gender","Alcohol_Results","Drug_Involvement","Atmospheric_Condition","Roadway","Fatality"
5,76,"Female","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
5,32,"Male",,"Not Reported","Cloudy","Urban-Minor Arterial","no_fatal"
7,20,"Male","0.23","Unknown","Cloudy","Rural-Local Road or Street","fatal"
1,36,"Male",,"Unknown","Cloudy","Urban-Other Principal Arterial","fatal"
1,24,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
1,29,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,20,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,45,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,48,"Female","0.0","No","Clear","Rural-Local Road or Street","fatal"
4,47,"Male","0.0","Unknown","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
4,37,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
1,28,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
6,75,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,23,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
6,27,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,56,"Male",,"Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
3,20,"Female","0.2","Not Reported","Clear","Rural-Major Collector","no_fatal"
6,39,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
2,19,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
7,42,"Female","0.2","Yes","Clear","Urban-Local Road or Street","fatal"
4,31,"Female",,"No","Cloudy","Urban-Other Principal Arterial","no_fatal"
1,44,"Male","0.0","Not Reported","Clear","Urban-Local Road or Street","fatal"
4,78,"Male","0.0","No","Snow","Rural-Minor Arterial","fatal"
2,81,"Female",,"No","Clear","Rural-Minor Arterial","no_fatal"
6,63,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,29,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,32,"Male","0.26","No","Clear","Urban-Minor Arterial","fatal"
6,55,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
5,47,"Female","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
7,15,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
3,52,"Female","0.0","Not Reported","Rain","Urban-Principal Arterial-Interstate","fatal"
3,60,"Female",,"No","Severe Crosswinds","Urban-Other Principal Arterial","no_fatal"
5,70,"Male","0.0","Not Reported","Not Reported","Rural-Major Collector","fatal"
7,24,"Male",,"Unknown","Fog, Smog, Smoke","Urban-Other Principal Arterial","no_fatal"
3,16,"Male","0.0","No","Snow","Rural-Local Road or Street","no_fatal"
6,50,"Male","0.21","Unknown","Cloudy","Rural-Major Collector","fatal"
7,47,"Male","0.18","Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,19,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
6,41,"Male",,"Unknown","Clear","Unknown","no_fatal"
4,48,"Female",,"Not Reported","Rain","Rural-Principal Arterial-Other","no_fatal"
7,21,"Male","0.16","No","Cloudy","Urban-Collector","no_fatal"
5,21,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
6,85,"Male",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
4,37,"Female","0.04","Yes","Clear","Rural-Major Collector","no_fatal"
6,2,"Female",,"No","Severe Crosswinds","Rural-Minor Arterial","no_fatal"
2,25,"Male","0.0","Yes","Clear","Rural-Local Road or Street","fatal"
5,31,"Male","\N","No","Clear","Urban-Minor Arterial","no_fatal"
5,2,"Male",,"No","Clear","Rural-Local Road or Street","no_fatal"
5,31,"Female",,"Unknown","Clear","Rural-Minor Collector","no_fatal"
5,22,"Male",,"Not Reported","Sleet, Hail (Freezing Rain or Drizzle)","Rural-Principal Arterial-Other","no_fatal"
2,23,"Male","0.0","Unknown","Clear","Urban-Minor Arterial","no_fatal"
5,71,"Male","0.0","Unknown","Cloudy","Urban-Other Principal Arterial","no_fatal"
5,63,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Interstate","fatal"
7,54,"Female","0.22","Not Reported","Clear","Urban-Collector","fatal"
7,32,"Male","0.24","Not Reported","Cloudy","Urban-Local Road or Street","fatal"
6,,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
6,24,"Female",,"No","Clear","Rural-Minor Arterial","no_fatal"
6,48,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
2,67,"Male",,"Not Reported","Rain","Urban-Collector","no_fatal"
7,19,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
5,43,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
4,27,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
7,82,"Male","0.0","Unknown","Cloudy","Urban-Minor Arterial","fatal"
7,54,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
5,31,"Male","0.19","Not Reported","Rain","Rural-Major Collector","fatal"
5,10,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
7,53,"Male","0.0","Unknown","Clear","Rural-Major Collector","fatal"
6,27,"Male","0.09","No","Cloudy","Urban-Other Principal Arterial","no_fatal"
2,69,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Interstate","fatal"
1,24,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,54,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,13,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","fatal"
2,58,"Male",,"Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
1,53,"Male","0.0","Yes","Clear","Rural-Principal Arterial-Other","no_fatal"
6,50,"Male","0.0","No","Clear","Rural-Major Collector","no_fatal"
5,65,"Male","0.0","No","Rain","Urban-Local Road or Street","fatal"
4,56,"Male","0.0","No","Clear","Rural-Major Collector","no_fatal"
7,7,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
4,23,"Male",,"Not Reported","Rain","Urban-Other Principal Arterial","no_fatal"
6,24,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
5,67,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
1,20,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
2,,"Unknown",,"Unknown","Rain","Urban-Principal Arterial-Interstate","no_fatal"
6,21,"Male","0.22","No","Clear","Urban-Local Road or Street","fatal"
3,62,"Female",,"Not Reported","Cloudy","Rural-Principal Arterial-Interstate","no_fatal"
5,23,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,29,"Female",,"No","Clear","Rural-Major Collector","no_fatal"
1,38,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,19,"Female","0.08","Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
7,70,"Female","0.0","No","Fog, Smog, Smoke","Rural-Principal Arterial-Other","fatal"
7,68,"Male","0.11","Unknown","Clear","Urban-Other Principal Arterial","fatal"
1,43,"Female","\N","Unknown","Cloudy","Urban-Minor Arterial","no_fatal"
3,18,"Male","0.0","No","Cloudy","Urban-Other Principal Arterial","no_fatal"
4,16,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
1,25,"Male",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
4,83,"Female","0.0","Yes","Clear","Urban-Other Principal Arterial","fatal"
6,22,"Male","0.29","Yes","Clear","Rural-Minor Arterial","fatal"
3,40,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
4,40,"Male",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
2,,"Unknown",,"Unknown","Unknown","Urban-Local Road or Street","no_fatal"
7,44,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
3,9,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,3,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
5,23,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
3,44,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,22,"Female",,"No","Clear","Urban-Collector","no_fatal"
6,4,"Female",,"Not Reported","Cloudy","Urban-Minor Arterial","no_fatal"
7,69,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
3,87,"Male","0.0","No","Clear","Rural-Local Road or Street","fatal"
6,48,"Male","0.06","Unknown","Clear","Rural-Principal Arterial-Interstate","fatal"
2,12,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
6,29,"Male","0.19","Not Reported","Clear","Urban-Local Road or Street","no_fatal"
7,3,"Female",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
1,16,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,32,"Male","0.15","Yes","Clear","Rural-Minor Arterial","no_fatal"
4,56,"Male","0.17","Not Reported","Clear","Rural-Local Road or Street","fatal"
5,26,"Male",,"Not Reported","Rain","Rural-Major Collector","no_fatal"
4,65,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
7,19,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,75,"Female","0.0","Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
3,19,"Female",,"Unknown","Clear","Rural-Principal Arterial-Other","no_fatal"
6,49,"Male","0.19","Yes","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
3,58,"Male","0.0","Unknown","Clear","Urban-Minor Arterial","fatal"
3,20,"Male","0.0","Unknown","Clear","Urban-Minor Arterial","fatal"
7,25,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,18,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
4,18,"Female",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
7,64,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
4,59,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
7,34,"Male","0.28","Unknown","Clear","Rural-Minor Arterial","fatal"
2,20,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,73,"Female","0.0","Unknown","Cloudy","Rural-Major Collector","fatal"
4,38,"Female","0.0","Not Reported","Rain","Rural-Principal Arterial-Other","fatal"
5,23,"Male","0.13","Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
2,46,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,25,"Male",,"No","Clear","Rural-Local Road or Street","no_fatal"
6,26,"Male","0.09","Not Reported","Clear","Urban-Collector","fatal"
5,65,"Male","0.0","Not Reported","Cloudy","Urban-Local Road or Street","fatal"
6,47,"Male","0.17","Unknown","Rain","Urban-Other Principal Arterial","fatal"
7,27,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
5,39,"Male","0.03","Not Reported","Cloudy","Rural-Principal Arterial-Other","fatal"
5,43,"Female",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
3,58,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
1,19,"Female","0.13","No","Clear","Rural-Minor Arterial","fatal"
3,90,"Female","0.0","Not Reported","Clear","Rural-Major Collector","fatal"
5,48,"Male",,"No","Clear","Rural-Minor Arterial","no_fatal"
2,29,"Male","0.0","Unknown","Clear","Urban-Principal Arterial-Interstate","no_fatal"
3,82,"Female",,"Not Reported","Rain","Urban-Other Principal Arterial","no_fatal"
5,33,"Male",,"No","Rain","Rural-Local Road or Street","no_fatal"
4,53,"Male","0.0","Yes","Clear","Rural-Principal Arterial-Other","fatal"
4,21,"Male","0.05","Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
4,50,"Male","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
4,30,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
7,24,"Male",,"Not Reported","Clear","Urban-Local Road or Street","fatal"
3,22,"Female",,"Not Reported","Cloudy","Urban-Other Principal Arterial","no_fatal"
2,48,"Male",,"Unknown","Clear","Urban-Other Principal Arterial","no_fatal"
6,31,"Male","0.22","Not Reported","Clear","Rural-Major Collector","no_fatal"
2,49,"Male",,"No","Clear","Rural-Local Road or Street","no_fatal"
7,18,"Male","0.13","Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
5,62,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
1,42,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,28,"Male","0.18","Unknown","Clear","Urban-Minor Arterial","fatal"
5,30,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
7,10,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
6,15,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
3,27,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
2,2,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
3,21,"Male","0.0","No","Cloudy","Urban-Principal Arterial-Interstate","fatal"
5,11,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
4,,"Not Reported",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,38,"Male","0.04","No","Clear","Urban-Principal Arterial-Interstate","fatal"
4,16,"Male",,"No","Clear","Rural-Minor Arterial","no_fatal"
1,72,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,65,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
6,33,"Male",,"Not Reported","Clear","Urban-Minor Arterial","fatal"
7,48,"Male","0.16","No","Clear","Rural-Minor Arterial","fatal"
6,24,"Male","0.18","No","Clear","Urban-Minor Arterial","fatal"
6,25,"Male","0.2","Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
2,47,"Female",,"Not Reported","Clear","Urban-Collector","no_fatal"
7,68,"Female","0.0","No","Cloudy","Rural-Local Road or Street","fatal"
4,50,"Male","0.11","Unknown","Clear","Rural-Local Road or Street","fatal"
6,30,"Male","0.14","Not Reported","Clear","Urban-Minor Arterial","fatal"
6,19,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,25,"Male","0.12","Yes","Clear","Urban-Principal Arterial-Interstate","fatal"
1,27,"Female",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
2,21,"Female","0.0","Not Reported","Cloudy","Rural-Major Collector","fatal"
3,83,"Female","0.0","No","Clear","Rural-Major Collector","fatal"
4,36,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,7,"Female",,"Not Reported","Cloudy","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
5,25,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
7,42,"Female",,"Not Reported","Rain","Rural-Minor Collector","no_fatal"
1,72,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
4,21,"Male","0.2","Not Reported","Clear","Urban-Local Road or Street","no_fatal"
2,55,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,2,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
2,22,"Female",,"No","Rain","Urban-Other Principal Arterial","no_fatal"
7,37,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
5,57,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
4,92,"Male","0.0","Not Reported","Cloudy","Urban-Local Road or Street","fatal"
6,43,"Male","0.2","Unknown","Clear","Urban-Other Principal Arterial","fatal"
6,62,"Male",,"Not Reported","Cloudy","Urban-Minor Arterial","no_fatal"
7,68,"Female",,"No","Rain","Rural-Minor Arterial","fatal"
4,19,"Male","0.0","No","Clear","Urban-Other Principal Arterial","no_fatal"
5,14,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
3,84,"Male","0.0","Not Reported","Clear","Rural-Major Collector","fatal"
3,31,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
4,41,"Male",,"No","Clear","Rural-Minor Arterial","no_fatal"
5,70,"Male","0.0","Unknown","Clear","Rural-Local Road or Street","no_fatal"
4,48,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
1,55,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","fatal"
4,15,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,72,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Interstate","fatal"
1,56,"Female","\N","Not Reported","Clear","Urban-Local Road or Street","no_fatal"
3,67,"Male",,"No","Clear","Urban-Collector","no_fatal"
7,25,"Female",,"Not Reported","Sleet, Hail (Freezing Rain or Drizzle)","Rural-Principal Arterial-Other","no_fatal"
7,18,"Male","0.08","Not Reported","Clear","Urban-Local Road or Street","fatal"
1,68,"Male","0.0","No","Cloudy","Rural-Principal Arterial-Interstate","fatal"
7,20,"Male",,"No","Rain","Rural-Local Road or Street","no_fatal"
7,60,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
3,51,"Female",,"No","Rain","Rural-Principal Arterial-Other","no_fatal"
2,54,"Male",,"Unknown","Rain","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
7,15,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
6,0,"Male",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
6,21,"Male","0.18","No","Clear","Urban-Other Principal Arterial","fatal"
5,27,"Male",,"No","Clear","Rural-Principal Arterial-Other","fatal"
6,25,"Female","\N","Not Reported","Clear","Rural-Major Collector","fatal"
7,21,"Male","0.21","No","Clear","Urban-Collector","fatal"
6,77,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,29,"Male","0.0","Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,51,"Female",,"No","Cloudy","Urban-Minor Arterial","fatal"
3,25,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,40,"Male","0.0","Unknown","Cloudy","Rural-Principal Arterial-Other","fatal"
1,24,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
5,20,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,21,"Female","0.18","Unknown","Clear","Rural-Local Road or Street","fatal"
1,76,"Female",,"Not Reported","Cloudy","Rural-Local Road or Street","fatal"
6,17,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
4,23,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,41,"Female",,"No","Clear","Rural-Major Collector","no_fatal"
6,28,"Female","0.06","Not Reported","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
7,45,"Male","0.32","Unknown","Clear","Urban-Other Principal Arterial","no_fatal"
3,31,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","fatal"
7,18,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
5,50,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
1,40,"Female",,"Not Reported","Not Reported","Urban-Minor Arterial","no_fatal"
